6 1665644217 0.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644218 0.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644219 0.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644220 0.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644221 0.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644222 0.800000 -1.000000 -101.000000 0.000000 0.000000
6 1665644223 0.800000 -1.000000 -101.000000 0.000000 0.000000
6 1665644224 0.800000 -1.000000 -101.000000 0.000000 0.000000
6 1665644225 0.800000 -1.000000 -101.000000 0.000000 0.000000
6 1665644226 0.800000 -1.000000 -101.000000 0.000000 0.000000
6 1665644227 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644228 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644229 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644230 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644231 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644232 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644233 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644234 1.200000 -1.000000 -101.000000 0.000000 0.000000
6 1665644297 6.000000 -1.000000 6.000000 6.000000 7.200000
6 1665644296 4.000000 -1.000000 4.000000 4.000000 3.200000
6 1665644295 4.000000 -1.000000 4.000000 4.000000 3.200000
6 1665644294 4.000000 -1.000000 4.000000 4.000000 3.200000
6 1665644293 4.000000 -1.000000 4.000000 4.000000 3.200000
6 1665644292 4.000000 -1.000000 4.000000 4.000000 3.200000
6 1665644291 4.400000 -1.000000 4.400000 4.400000 3.872000
6 1665644290 4.400000 -1.000000 4.400000 4.400000 3.872000
6 1665644289 4.400000 -1.000000 4.400000 4.400000 3.872000
6 1665644288 4.400000 -1.000000 4.400000 4.400000 3.872000
6 1665644287 4.400000 -1.000000 4.400000 4.400000 3.872000
6 1665644286 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644285 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644284 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644283 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644282 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644281 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644280 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644279 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644278 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644277 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644276 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644275 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644274 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644273 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644272 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644271 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644270 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644269 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644268 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644267 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644266 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644265 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644264 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644263 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644262 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644261 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644260 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644259 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644258 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644257 3.600000 -1.000000 3.600000 3.600000 2.592000
6 1665644256 3.200000 -1.000000 3.200000 3.200000 2.048000
6 1665644255 3.200000 -1.000000 3.200000 3.200000 2.048000
6 1665644254 3.200000 -1.000000 3.200000 3.200000 2.048000
6 1665644253 3.200000 -1.000000 3.200000 3.200000 2.048000
6 1665644252 3.200000 -1.000000 3.200000 3.200000 2.048000
6 1665644251 2.600000 -1.000000 2.600000 2.600000 1.352000
6 1665644250 2.600000 -1.000000 2.600000 2.600000 1.352000
6 1665644249 2.600000 -1.000000 2.600000 2.600000 1.352000
6 1665644248 2.600000 -1.000000 2.600000 2.600000 1.352000
6 1665644247 2.600000 -1.000000 2.600000 2.600000 1.352000
6 1665644246 2.400000 -1.000000 2.400000 2.400000 1.152000
6 1665644245 2.400000 -1.000000 2.400000 2.400000 1.152000
6 1665644244 2.400000 -1.000000 2.400000 2.400000 1.152000
6 1665644243 2.400000 -1.000000 2.400000 2.400000 1.152000
6 1665644242 2.400000 -1.000000 2.400000 2.400000 1.152000
6 1665644241 2.000000 -1.000000 2.000000 2.000000 0.800000
6 1665644240 2.000000 -1.000000 2.000000 2.000000 0.800000
6 1665644239 2.000000 -1.000000 2.000000 2.000000 0.800000
6 1665644238 2.000000 -1.000000 2.000000 2.000000 0.800000
6 1665644237 2.000000 -1.000000 2.000000 2.000000 0.800000
6 1665644236 1.200000 -1.000000 1.200000 1.200000 0.288000
6 1665644235 1.200000 -1.000000 1.200000 1.200000 0.288000
