11 1702044601 0,200000 1 0,200000 0,200000 0,200000
11 1702044606 1,400000 7 1,400000 1,400000 1,400000
12 1702044606 0,400000 2 0,400000 0,400000 0,400000
11 1702044606 0,400000 2 0,400000 0,400000 0,400000
11 1702044611 0,800000 4 0,800000 0,800000 0,800000
12 1702044611 0,400000 2 0,400000 0,400000 0,400000
11 1702044611 0,600000 3 0,600000 0,600000 0,600000
11 1702044616 0,800000 4 0,800000 0,800000 0,800000
12 1702044616 0,400000 2 0,400000 0,400000 0,400000
11 1702044616 2,400000 12 2,400000 2,400000 2,400000
11 1702044621 3,200000 16 3,200000 3,200000 3,200000
12 1702044616 0,600000 3 0,600000 0,600000 0,600000
12 1702044621 0,600000 3 0,600000 0,600000 0,600000
11 1702044626 1,200000 6 1,200000 1,200000 1,200000
12 1702044626 0,200000 1 0,200000 0,200000 0,200000
11 1702044626 1,600000 8 1,600000 1,600000 1,600000
12 1702044626 0,400000 2 0,400000 0,400000 0,400000
12 1702044631 0,200000 1 0,200000 0,200000 0,200000
11 1702044631 2,800000 14 2,800000 2,800000 2,800000
12 1702044631 0,800000 4 0,800000 0,800000 0,800000
11 1702044636 2,800000 14 2,800000 2,800000 2,800000
11 1702044641 1,400000 7 1,400000 1,400000 1,400000
12 1702044636 0,800000 4 0,800000 0,800000 0,800000
12 1702044641 0,400000 2 0,400000 0,400000 0,400000
11 1702044641 1,400000 7 1,400000 1,400000 1,400000
11 1702044646 2,400000 12 2,400000 2,400000 2,400000
12 1702044641 0,400000 2 0,400000 0,400000 0,400000
12 1702044646 0,400000 2 0,400000 0,400000 0,400000
11 1702044646 0,400000 2 0,400000 0,400000 0,400000
11 1702044651 0,600000 3 0,600000 0,600000 0,600000
12 1702044651 0,200000 1 0,200000 0,200000 0,200000
11 1702044651 2,200000 11 2,200000 2,200000 2,200000
12 1702044651 0,800000 4 0,800000 0,800000 0,800000
11 1702044656 2,800000 14 2,800000 2,800000 2,800000
11 1702044661 1,400000 7 1,400000 1,400000 1,400000
12 1702044656 0,600000 3 0,600000 0,600000 0,600000
12 1702044661 0,400000 2 0,400000 0,400000 0,400000
11 1702044661 1,400000 7 1,400000 1,400000 1,400000
11 1702044666 2,800000 14 2,800000 2,800000 2,800000
12 1702044661 0,400000 2 0,400000 0,400000 0,400000
12 1702044666 0,800000 4 0,800000 0,800000 0,800000
11 1702044671 2,000000 10 2,000000 2,000000 2,000000
12 1702044671 0,200000 1 0,200000 0,200000 0,200000
11 1702044671 0,800000 4 0,800000 0,800000 0,800000
12 1702044671 0,600000 3 0,600000 0,600000 0,600000
11 1702044676 3,200000 16 3,200000 3,200000 3,200000
11 1702044681 1,400000 7 1,400000 1,400000 1,400000
12 1702044676 0,800000 4 0,800000 0,800000 0,800000
12 1702044681 0,400000 2 0,400000 0,400000 0,400000
11 1702044681 1,400000 7 1,400000 1,400000 1,400000
11 1702044686 0,200000 1 0,200000 0,200000 0,200000
12 1702044681 0,200000 1 0,200000 0,200000 0,200000
12 1702044686 0,200000 1 0,200000 0,200000 0,200000
11 1702044686 0,400000 2 0,400000 0,400000 0,400000
11 1702044691 1,000000 5 1,000000 1,000000 1,000000
11 1702044691 0,800000 4 0,800000 0,800000 0,800000
11 1702044701 0,200000 1 0,200000 0,200000 0,200000
12 1702044696 0,200000 1 0,200000 0,200000 0,200000
12 1702044701 0,200000 1 0,200000 0,200000 0,200000
11 1702044701 0,200000 1 0,200000 0,200000 0,200000
11 1702044706 0,800000 4 0,800000 0,800000 0,800000
12 1702044701 0,200000 1 0,200000 0,200000 0,200000
11 1702044711 0,600000 3 0,600000 0,600000 0,600000
11 1702044711 0,200000 1 0,200000 0,200000 0,200000
11 1702044716 0,200000 1 0,200000 0,200000 0,200000
12 1702044711 0,200000 1 0,200000 0,200000 0,200000
11 1702044721 0,600000 3 0,600000 0,600000 0,600000
12 1702044721 0,200000 1 0,200000 0,200000 0,200000
11 1702044721 0,600000 3 0,600000 0,600000 0,600000
11 1702044726 0,600000 3 0,600000 0,600000 0,600000
12 1702044726 0,200000 1 0,200000 0,200000 0,200000
11 1702044731 0,200000 1 0,200000 0,200000 0,200000
11 1702044736 0,200000 1 0,200000 0,200000 0,200000
11 1702044746 0,400000 2 0,400000 0,400000 0,400000
12 1702044741 0,200000 1 0,200000 0,200000 0,200000
11 1702044751 0,400000 2 0,400000 0,400000 0,400000
11 1702044776 0,400000 2 0,400000 0,400000 0,400000
11 1702044776 1,200000 6 1,200000 1,200000 1,200000
11 1702044781 0,400000 2 0,400000 0,400000 0,400000
11 1702044786 0,200000 1 0,200000 0,200000 0,200000
11 1702044786 0,200000 1 0,200000 0,200000 0,200000
11 1702044791 2,000000 10 2,000000 2,000000 2,000000
11 1702044791 0,400000 2 0,400000 0,400000 0,400000
11 1702044796 0,800000 4 0,800000 0,800000 0,800000
11 1702044801 0,600000 3 0,600000 0,600000 0,600000
11 1702044806 0,200000 1 0,200000 0,200000 0,200000
11 1702044806 0,600000 3 0,600000 0,600000 0,600000
11 1702044841 0,600000 3 0,600000 0,600000 0,600000
12 1702044841 0,600000 3 0,600000 0,600000 0,600000
