14 1702044606 636,200000 1 636,200000 636,200000 636,200000
14 1702044611 692,600000 1 692,600000 692,600000 692,600000
14 1702044616 715,550000 2 715,550000 715,550000 715,550000
14 1702044616 679,900000 1 679,900000 679,900000 679,900000
14 1702044621 645,650000 2 645,650000 645,650000 645,650000
14 1702044626 661,600000 2 661,600000 661,600000 661,600000
14 1702044631 653,300000 2 653,300000 653,300000 653,300000
14 1702044636 639,300000 2 639,300000 639,300000 639,300000
14 1702044641 686,800000 2 686,800000 686,800000 686,800000
14 1702044646 719,450000 2 719,450000 719,450000 719,450000
14 1702044651 617,900000 2 617,900000 617,900000 617,900000
14 1702044656 643,850000 2 643,850000 643,850000 643,850000
14 1702044661 674,300000 2 674,300000 674,300000 674,300000
14 1702044666 670,650000 2 670,650000 670,650000 670,650000
14 1702044671 672,150000 2 672,150000 672,150000 672,150000
14 1702044676 803,450000 2 803,450000 803,450000 803,450000
14 1702044681 1033,800000 2 1033,800000 1033,800000 1033,800000
14 1702044701 4535,850000 2 4535,850000 4535,850000 4535,850000
14 1702044716 6433,900000 1 6433,900000 6433,900000 6433,900000
14 1702044721 13913,700000 1 13913,700000 13913,700000 13913,700000
14 1702044776 911,000000 1 911,000000 911,000000 911,000000
14 1702044841 23382,400000 1 23382,400000 23382,400000 23382,400000
