9 1702044606 0,200000 1 0,200000 0,200000 0,200000
9 1702044611 0,300000 1 0,300000 0,300000 0,300000
9 1702044616 0,300000 2 0,300000 0,300000 0,300000
9 1702044616 0,200000 1 0,200000 0,200000 0,200000
9 1702044621 0,150000 2 0,150000 0,150000 0,150000
9 1702044626 0,300000 2 0,300000 0,300000 0,300000
9 1702044631 0,250000 2 0,250000 0,250000 0,250000
9 1702044636 0,200000 2 0,200000 0,200000 0,200000
9 1702044641 0,200000 2 0,200000 0,200000 0,200000
9 1702044646 0,300000 2 0,300000 0,300000 0,300000
9 1702044651 0,200000 2 0,200000 0,200000 0,200000
9 1702044656 0,150000 2 0,150000 0,150000 0,150000
9 1702044661 0,250000 2 0,250000 0,250000 0,250000
9 1702044666 0,200000 2 0,200000 0,200000 0,200000
9 1702044671 0,300000 2 0,300000 0,300000 0,300000
9 1702044676 5,750000 2 5,750000 5,750000 5,750000
9 1702044681 0,250000 2 0,250000 0,250000 0,250000
9 1702044701 4,850000 2 4,850000 4,850000 4,850000
9 1702044716 5,800000 1 5,800000 5,800000 5,800000
9 1702044721 0,200000 1 0,200000 0,200000 0,200000
9 1702044776 4,300000 1 4,300000 4,300000 4,300000
9 1702044841 2,500000 1 2,500000 2,500000 2,500000
