13 1702044606 0,100000 1 0,100000 0,100000 0,100000
13 1702044611 0,200000 1 0,200000 0,200000 0,200000
13 1702044616 0,950000 2 0,950000 0,950000 0,950000
13 1702044616 0,200000 1 0,200000 0,200000 0,200000
13 1702044621 0,100000 2 0,100000 0,100000 0,100000
13 1702044626 0,150000 2 0,150000 0,150000 0,150000
13 1702044631 0,150000 2 0,150000 0,150000 0,150000
13 1702044636 0,200000 2 0,200000 0,200000 0,200000
13 1702044641 0,200000 1 0,200000 0,200000 0,200000
13 1702044646 0,150000 2 0,150000 0,150000 0,150000
13 1702044651 0,150000 2 0,150000 0,150000 0,150000
13 1702044656 0,150000 2 0,150000 0,150000 0,150000
13 1702044661 0,100000 2 0,100000 0,100000 0,100000
13 1702044666 0,150000 2 0,150000 0,150000 0,150000
13 1702044671 0,100000 2 0,100000 0,100000 0,100000
13 1702044676 0,200000 2 0,200000 0,200000 0,200000
13 1702044681 0,350000 2 0,350000 0,350000 0,350000
13 1702044701 0,150000 2 0,150000 0,150000 0,150000
13 1702044716 0,200000 1 0,200000 0,200000 0,200000
13 1702044841 0,100000 1 0,100000 0,100000 0,100000
