1 1702044597 0,000000 1 0,000000 0,000000 0,000000
2 1702044597 0,000000 1 0,000000 0,000000 0,000000
3 1702044597 0,000000 1 0,000000 0,000000 0,000000
4 1702044597 0,000000 1 0,000000 0,000000 0,000000
1 1702044598 0,000000 1 0,000000 0,000000 0,000000
2 1702044598 0,000000 1 0,000000 0,000000 0,000000
3 1702044598 0,000000 1 0,000000 0,000000 0,000000
4 1702044598 0,000000 1 0,000000 0,000000 0,000000
1 1702044599 1,000000 1 1,000000 1,000000 1,000000
2 1702044599 0,000000 1 0,000000 0,000000 0,000000
3 1702044599 0,000000 1 0,000000 0,000000 0,000000
4 1702044599 0,000000 1 0,000000 0,000000 0,000000
1 1702044600 1,000000 1 1,000000 1,000000 1,000000
2 1702044600 0,000000 1 0,000000 0,000000 0,000000
3 1702044600 0,000000 1 0,000000 0,000000 0,000000
4 1702044600 0,000000 1 0,000000 0,000000 0,000000
1 1702044601 1,000000 1 1,000000 1,000000 1,000000
2 1702044601 0,000000 1 0,000000 0,000000 0,000000
3 1702044601 0,000000 1 0,000000 0,000000 0,000000
4 1702044601 0,000000 1 0,000000 0,000000 0,000000
1 1702044602 1,000000 1 1,000000 1,000000 1,000000
2 1702044602 0,000000 1 0,000000 0,000000 0,000000
3 1702044602 0,000000 1 0,000000 0,000000 0,000000
4 1702044602 0,000000 1 0,000000 0,000000 0,000000
1 1702044603 1,000000 1 1,000000 1,000000 1,000000
2 1702044603 0,000000 1 0,000000 0,000000 0,000000
3 1702044603 0,000000 1 0,000000 0,000000 0,000000
4 1702044603 0,000000 1 0,000000 0,000000 0,000000
1 1702044604 1,000000 1 1,000000 1,000000 1,000000
2 1702044604 0,000000 1 0,000000 0,000000 0,000000
3 1702044604 0,000000 1 0,000000 0,000000 0,000000
4 1702044604 0,000000 1 0,000000 0,000000 0,000000
1 1702044605 1,000000 1 1,000000 1,000000 1,000000
2 1702044605 0,000000 1 0,000000 0,000000 0,000000
3 1702044605 0,000000 1 0,000000 0,000000 0,000000
4 1702044605 0,000000 1 0,000000 0,000000 0,000000
1 1702044606 1,000000 1 1,000000 1,000000 1,000000
2 1702044606 0,000000 1 0,000000 0,000000 0,000000
3 1702044606 0,000000 1 0,000000 0,000000 0,000000
4 1702044606 0,000000 1 0,000000 0,000000 0,000000
