5 1702044601 36,962970 1 36,962970 36,962970 36,962970
6 1702044601 59,557281 1 59,557281 59,557281 59,557281
7 1702044601 1,900045 1 1,900045 1,900045 1,900045
5 1702044606 39,907035 1 39,907035 39,907035 39,907035
6 1702044606 59,792981 1 59,792981 59,792981 59,792981
7 1702044606 18,329885 1 18,329885 18,329885 18,329885
5 1702044611 12,902574 1 12,902574 12,902574 12,902574
6 1702044611 59,819169 1 59,819169 59,819169 59,819169
7 1702044611 0,676355 1 0,676355 0,676355 0,676355
5 1702044616 41,867346 1 41,867346 41,867346 41,867346
6 1702044616 62,163376 1 62,163376 62,163376 62,163376
7 1702044616 3,779082 1 3,779082 3,779082 3,779082
5 1702044621 34,297622 1 34,297622 34,297622 34,297622
6 1702044621 61,556786 1 61,556786 61,556786 61,556786
7 1702044621 4,094839 1 4,094839 4,094839 4,094839
5 1702044626 15,309002 1 15,309002 15,309002 15,309002
6 1702044626 61,408190 1 61,408190 61,408190 61,408190
7 1702044626 0,595383 1 0,595383 0,595383 0,595383
5 1702044631 18,603677 1 18,603677 18,603677 18,603677
6 1702044631 61,818674 1 61,818674 61,818674 61,818674
7 1702044631 0,688778 1 0,688778 0,688778 0,688778
5 1702044636 18,344619 1 18,344619 18,344619 18,344619
6 1702044636 61,474879 1 61,474879 61,474879 61,474879
7 1702044636 0,630088 1 0,630088 0,630088 0,630088
5 1702044641 13,602709 1 13,602709 13,602709 13,602709
6 1702044641 61,422625 1 61,422625 61,422625 61,422625
7 1702044641 0,378575 1 0,378575 0,378575 0,378575
5 1702044646 13,196329 1 13,196329 13,196329 13,196329
6 1702044646 61,463496 1 61,463496 61,463496 61,463496
7 1702044646 0,670733 1 0,670733 0,670733 0,670733
5 1702044651 13,822524 1 13,822524 13,822524 13,822524
6 1702044651 62,010821 1 62,010821 62,010821 62,010821
7 1702044651 0,606023 1 0,606023 0,606023 0,606023
5 1702044656 15,010510 1 15,010510 15,010510 15,010510
6 1702044656 61,517152 1 61,517152 61,517152 61,517152
7 1702044656 0,365715 1 0,365715 0,365715 0,365715
5 1702044661 15,533785 1 15,533785 15,533785 15,533785
6 1702044661 61,843914 1 61,843914 61,843914 61,843914
7 1702044661 0,731741 1 0,731741 0,731741 0,731741
5 1702044666 14,621161 1 14,621161 14,621161 14,621161
6 1702044666 61,726126 1 61,726126 61,726126 61,726126
7 1702044666 0,528533 1 0,528533 0,528533 0,528533
5 1702044671 15,142043 1 15,142043 15,142043 15,142043
6 1702044671 61,706660 1 61,706660 61,706660 61,706660
7 1702044671 0,500108 1 0,500108 0,500108 0,500108
5 1702044676 15,394251 1 15,394251 15,394251 15,394251
6 1702044676 61,908705 1 61,908705 61,908705 61,908705
7 1702044676 0,822181 1 0,822181 0,822181 0,822181
5 1702044681 20,164689 1 20,164689 20,164689 20,164689
6 1702044681 61,858184 1 61,858184 61,858184 61,858184
7 1702044681 2,799572 1 2,799572 2,799572 2,799572
5 1702044686 15,372416 1 15,372416 15,372416 15,372416
6 1702044686 62,393590 1 62,393590 62,393590 62,393590
7 1702044686 1,110937 1 1,110937 1,110937 1,110937
5 1702044691 7,824702 1 7,824702 7,824702 7,824702
6 1702044691 61,924171 1 61,924171 61,924171 61,924171
7 1702044691 0,650402 1 0,650402 0,650402 0,650402
5 1702044696 5,692516 1 5,692516 5,692516 5,692516
6 1702044696 62,081510 1 62,081510 62,081510 62,081510
7 1702044696 0,431926 1 0,431926 0,431926 0,431926
5 1702044701 2,510190 1 2,510190 2,510190 2,510190
6 1702044701 61,915057 1 61,915057 61,915057 61,915057
7 1702044701 0,169566 1 0,169566 0,169566 0,169566
5 1702044706 11,089345 1 11,089345 11,089345 11,089345
6 1702044706 61,849894 1 61,849894 61,849894 61,849894
7 1702044706 0,879787 1 0,879787 0,879787 0,879787
5 1702044711 10,232159 1 10,232159 10,232159 10,232159
6 1702044711 62,127619 1 62,127619 62,127619 62,127619
7 1702044711 0,434623 1 0,434623 0,434623 0,434623
5 1702044716 45,242449 1 45,242449 45,242449 45,242449
6 1702044716 64,304588 1 64,304588 64,304588 64,304588
7 1702044716 10,233793 1 10,233793 10,233793 10,233793
5 1702044721 24,369308 1 24,369308 24,369308 24,369308
6 1702044721 64,744519 1 64,744519 64,744519 64,744519
7 1702044721 0,722073 1 0,722073 0,722073 0,722073
5 1702044726 13,588071 1 13,588071 13,588071 13,588071
6 1702044726 64,211794 1 64,211794 64,211794 64,211794
7 1702044726 1,268281 1 1,268281 1,268281 1,268281
5 1702044731 13,218229 1 13,218229 13,218229 13,218229
6 1702044731 64,274152 1 64,274152 64,274152 64,274152
7 1702044731 3,114713 1 3,114713 3,114713 3,114713
5 1702044736 13,735651 1 13,735651 13,735651 13,735651
6 1702044736 63,877567 1 63,877567 63,877567 63,877567
7 1702044736 0,314229 1 0,314229 0,314229 0,314229
5 1702044741 4,394284 1 4,394284 4,394284 4,394284
6 1702044741 63,852079 1 63,852079 63,852079 63,852079
7 1702044741 0,243210 1 0,243210 0,243210 0,243210
5 1702044746 7,247137 1 7,247137 7,247137 7,247137
6 1702044746 63,747118 1 63,747118 63,747118 63,747118
7 1702044746 0,624655 1 0,624655 0,624655 0,624655
5 1702044751 6,788502 1 6,788502 6,788502 6,788502
6 1702044751 63,757181 1 63,757181 63,757181 63,757181
7 1702044751 2,257323 1 2,257323 2,257323 2,257323
5 1702044756 1,252465 1 1,252465 1,252465 1,252465
6 1702044756 63,806053 1 63,806053 63,806053 63,806053
7 1702044756 0,230900 1 0,230900 0,230900 0,230900
5 1702044761 0,804283 1 0,804283 0,804283 0,804283
6 1702044761 63,822302 1 63,822302 63,822302 63,822302
7 1702044761 0,159375 1 0,159375 0,159375 0,159375
5 1702044766 1,704253 1 1,704253 1,704253 1,704253
6 1702044766 63,819127 1 63,819127 63,819127 63,819127
7 1702044766 0,131559 1 0,131559 0,131559 0,131559
5 1702044771 3,600064 1 3,600064 3,600064 3,600064
6 1702044771 63,914272 1 63,914272 63,914272 63,914272
7 1702044771 0,222395 1 0,222395 0,222395 0,222395
5 1702044776 1,404842 1 1,404842 1,404842 1,404842
6 1702044776 63,907220 1 63,907220 63,907220 63,907220
7 1702044776 0,168528 1 0,168528 0,168528 0,168528
5 1702044781 10,870253 1 10,870253 10,870253 10,870253
6 1702044781 62,386950 1 62,386950 62,386950 62,386950
7 1702044781 0,623087 1 0,623087 0,623087 0,623087
5 1702044786 2,622168 1 2,622168 2,622168 2,622168
6 1702044786 62,415613 1 62,415613 62,415613 62,415613
7 1702044786 0,357215 1 0,357215 0,357215 0,357215
5 1702044791 3,128652 1 3,128652 3,128652 3,128652
